Date,Ticker,Open,High,Low,Close,AdjClose,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI_14,BB_Upper,BB_Middle,BB_Lower,BB_Width,ATR_14,Stoch_K,Stoch_D,OBV,Daily_Return
2021-03-02,MSFT,257.9,259.85,255.76,255.92,255.92,25453465,244.98,,,254.08,244.75,9.337,8.601,0.737,64.0,275.45,244.98,214.5,0.2488,7.19,62.73,76.29,209602075,-0.0023
2021-03-03,MSFT,254.8,257.05,254.33,255.82,255.82,34427545,246.76,,,254.35,245.57,8.784,8.637,0.147,63.85,275.33,246.76,218.18,0.2316,6.87,62.36,65.86,175174530,-0.0004
2021-03-04,MSFT,254.88,263.92,254.07,261.97,261.97,31988185,248.72,,,255.52,246.78,8.741,8.658,0.083,68.72,275.78,248.72,221.66,0.2176,7.08,75.54,66.88,207162715,0.024
2021-03-05,MSFT,264.34,265.91,259.38,259.68,259.68,28962209,250.66,,,256.16,247.74,8.426,8.612,-0.186,65.2,274.87,250.66,226.45,0.1931,7.04,67.23,68.38,178200506,-0.0087
2021-03-08,MSFT,260.76,266.76,258.57,262.38,262.38,33869599,252.57,,,257.12,248.82,8.297,8.549,-0.251,67.32,273.97,252.57,231.17,0.1694,7.12,72.02,71.6,212070105,0.0104
2021-03-09,MSFT,261.62,263.33,259.96,263.04,263.04,29423793,254.49,,,258.03,249.87,8.155,8.47,-0.315,67.84,272.09,254.49,236.89,0.1383,6.85,67.74,69.0,241493898,0.0025
2021-03-10,MSFT,263.56,274.02,261.27,271.75,271.75,44623422,256.32,,,260.14,251.5,8.646,8.505,0.14,73.75,273.1,256.32,239.54,0.1309,7.28,90.38,76.71,286117320,0.0331
2021-03-11,MSFT,270.3,273.23,265.38,268.52,268.52,37206203,258.0,237.33,,261.43,252.76,8.674,8.539,0.135,68.71,272.44,258.0,243.56,0.1119,7.32,76.69,78.27,248911117,-0.0119
2021-03-12,MSFT,266.26,266.73,260.12,260.77,260.77,39565729,258.87,238.18,,261.33,253.35,7.978,8.427,-0.448,58.4,271.66,258.87,246.08,0.0988,7.39,34.76,67.28,209345388,-0.0289
2021-03-15,MSFT,261.7,269.41,258.36,266.17,266.17,26806171,260.03,239.15,,262.07,254.3,7.774,8.296,-0.522,62.61,270.9,260.03,249.17,0.0836,7.66,61.35,57.6,236151559,0.0207
2021-03-16,MSFT,266.05,268.04,265.99,267.87,267.87,23125123,261.0,240.12,,262.96,255.3,7.66,8.169,-0.509,63.85,271.02,261.0,250.98,0.0768,7.26,69.17,55.09,259276682,0.0064
2021-03-17,MSFT,267.67,277.45,266.9,276.06,276.06,45205225,262.02,241.24,,264.98,256.84,8.137,8.163,-0.025,69.16,273.67,262.02,250.37,0.0889,7.49,94.05,74.86,304481907,0.0306
2021-03-18,MSFT,274.14,279.36,267.63,278.54,278.54,38270651,263.19,242.44,,267.07,258.45,8.616,8.253,0.363,70.57,276.44,263.19,249.94,0.1007,7.79,96.76,86.66,342752558,0.009
2021-03-19,MSFT,277.6,281.15,275.07,277.79,277.79,26868010,264.27,243.58,,268.72,259.88,8.834,8.369,0.464,69.53,278.54,264.27,250.0,0.108,7.67,87.59,92.8,315884548,-0.0027
2021-03-22,MSFT,278.0,282.35,266.78,269.07,269.07,34371807,264.92,244.59,,268.77,260.56,8.208,8.337,-0.129,58.75,278.81,264.92,251.03,0.1049,8.24,53.04,79.13,281512741,-0.0314
2021-03-23,MSFT,268.71,272.44,263.17,263.41,263.41,32361315,265.14,245.56,,267.95,260.77,7.172,8.104,-0.932,53.0,278.79,265.14,251.5,0.1029,8.31,33.03,57.89,249151426,-0.021
2021-03-24,MSFT,262.24,265.94,255.87,260.11,260.11,25793244,265.31,246.38,,266.74,260.72,6.016,7.686,-1.671,49.93,278.61,265.31,252.02,0.1002,8.43,16.01,34.03,223358182,-0.0125
2021-03-25,MSFT,261.07,264.47,260.65,263.46,263.46,35397126,265.25,247.23,,266.24,260.93,5.308,7.211,-1.902,52.91,278.57,265.25,251.93,0.1004,8.14,28.66,25.9,258755308,0.0129
2021-03-26,MSFT,264.31,270.08,262.58,268.08,268.08,38894418,265.35,248.2,,266.52,261.46,5.062,6.781,-1.719,56.73,278.72,265.35,251.98,0.1008,8.1,46.11,30.26,297649726,0.0175
2021-03-29,MSFT,267.45,273.62,265.5,269.85,269.85,37150521,266.01,249.14,,267.03,262.08,4.953,6.416,-1.462,58.14,278.88,266.01,253.15,0.0967,8.1,52.79,42.52,334800247,0.0066
2021-03-30,MSFT,268.32,280.52,267.94,274.32,274.32,41632003,266.93,250.1,,268.15,262.99,5.168,6.166,-0.998,61.53,279.4,266.93,254.46,0.0934,8.42,69.68,56.19,376432250,0.0166
2021-03-31,MSFT,271.61,279.51,270.26,275.67,275.67,35202322,267.93,251.0,,269.31,263.92,5.384,6.01,-0.625,62.52,279.85,267.93,256.0,0.089,8.48,74.77,65.75,411634572,0.0049
2021-04-01,MSFT,275.75,280.11,272.77,279.46,279.46,34068556,268.8,251.95,,270.87,265.08,5.795,5.967,-0.171,65.22,281.39,268.8,256.21,0.0937,8.4,89.09,77.84,445703128,0.0137
2021-04-02,MSFT,281.04,286.16,273.99,278.83,278.83,31102724,269.76,253.02,,272.1,266.09,6.001,5.974,0.027,64.39,282.34,269.76,257.17,0.0933,8.67,75.8,79.89,414600404,-0.0023
2021-04-05,MSFT,278.3,281.29,275.82,279.24,279.24,33668931,270.6,254.1,,273.19,267.07,6.126,6.004,0.122,64.7,283.36,270.6,257.85,0.0943,8.44,77.15,80.68,448269335,0.0015
2021-04-06,MSFT,279.73,283.76,279.73,281.6,281.6,23309199,271.53,255.17,,274.49,268.14,6.343,6.072,0.271,66.53,284.64,271.53,258.41,0.0966,8.16,84.95,79.3,471578534,0.0085
2021-04-07,MSFT,282.72,285.06,281.22,284.65,284.65,35010719,272.17,256.29,,276.05,269.37,6.684,6.194,0.49,68.79,286.48,272.17,257.86,0.1052,7.85,95.01,85.7,506589253,0.0108
2021-04-08,MSFT,285.09,288.33,284.82,288.18,288.18,28559293,273.16,257.5,,277.92,270.76,7.156,6.387,0.77,71.21,288.95,273.16,257.36,0.1156,7.55,99.54,93.17,535148546,0.0124
2021-04-09,MSFT,288.95,291.76,287.95,290.59,290.59,32932612,274.65,258.83,,279.87,272.23,7.637,6.637,1.0,72.76,291.1,274.65,258.19,0.1198,7.28,96.74,97.1,568081158,0.0084
2021-04-12,MSFT,290.07,295.52,288.32,294.01,294.01,37814610,276.04,260.22,,282.04,273.84,8.2,6.949,1.25,74.84,294.03,276.04,258.05,0.1303,7.28,96.19,97.49,605895768,0.0118
2021-04-13,MSFT,293.41,296.48,288.43,291.08,291.08,27053253,277.2,261.63,,283.43,275.12,8.313,7.222,1.091,69.93,295.91,277.2,258.49,0.135,7.33,84.93,92.62,578842515,-0.01
2021-04-14,MSFT,290.59,291.97,282.48,288.46,288.46,38243818,277.82,263.0,,284.21,276.11,8.098,7.397,0.701,65.77,297.15,277.82,258.49,0.1391,7.49,76.34,85.82,540598697,-0.009
2021-04-15,MSFT,290.88,294.46,290.5,294.37,294.37,25391014,278.61,264.43,,285.77,277.46,8.309,7.58,0.73,70.09,299.25,278.61,257.98,0.1481,7.38,93.19,84.82,565989711,0.0205
2021-04-16,MSFT,295.46,296.87,285.13,286.53,286.53,40401866,279.05,265.74,,285.89,278.13,7.754,7.615,0.14,59.38,299.96,279.05,258.13,0.1499,7.69,64.26,77.93,525587845,-0.0266
2021-04-19,MSFT,286.13,291.92,284.5,289.78,289.78,35797826,280.08,267.05,,286.49,279.0,7.491,7.59,-0.099,61.97,300.97,280.08,259.2,0.1491,7.67,73.36,76.93,561385671,0.0113
2021-04-20,MSFT,287.87,298.27,287.75,296.61,296.61,34933464,281.74,268.49,,288.04,280.3,7.743,7.621,0.123,66.78,302.34,281.74,261.15,0.1462,7.88,93.49,77.03,596319135,0.0236
2021-04-21,MSFT,295.84,299.09,291.8,293.51,293.51,32193906,283.41,269.66,,288.88,281.28,7.606,7.618,-0.012,62.89,302.05,283.41,264.78,0.1315,7.83,77.77,81.54,564125229,-0.0105
2021-04-22,MSFT,292.69,297.14,289.48,293.0,293.0,32421535,284.89,270.82,,289.52,282.15,7.371,7.568,-0.198,62.25,301.54,284.89,268.24,0.1169,7.82,73.83,81.7,531703694,-0.0017
2021-04-23,MSFT,292.2,296.56,291.38,294.17,294.17,33419689,286.2,271.84,,290.23,283.04,7.196,7.494,-0.298,63.18,301.4,286.2,270.99,0.1062,7.63,74.59,75.39,565123383,0.004
2021-04-26,MSFT,296.72,300.09,293.5,297.51,297.51,27303126,287.58,272.93,,291.35,284.11,7.243,7.444,-0.2,65.77,301.56,287.58,273.59,0.0973,7.56,86.33,78.25,592426509,0.0114
2021-04-27,MSFT,299.48,304.38,296.69,302.89,302.89,36461868,289.01,274.02,,293.13,285.5,7.627,7.48,0.147,69.48,303.12,289.01,274.89,0.0977,7.57,93.2,84.7,628888377,0.0181
2021-04-28,MSFT,302.14,303.87,299.69,301.33,301.33,26193432,290.29,274.93,,294.39,286.67,7.716,7.528,0.189,67.2,303.98,290.29,276.6,0.0943,7.33,86.07,88.53,602694945,-0.0052
2021-04-29,MSFT,302.12,305.89,294.53,295.45,295.45,37082230,291.09,275.74,,294.55,287.32,7.229,7.468,-0.239,59.31,304.0,291.09,278.18,0.0887,7.61,55.4,78.22,565612715,-0.0195
2021-04-30,MSFT,294.24,303.71,291.24,297.39,297.39,23863366,292.02,276.56,,294.99,288.07,6.92,7.358,-0.438,60.94,303.9,292.02,280.14,0.0814,7.96,63.69,68.39,589476081,0.0066
2021-05-03,MSFT,295.94,299.97,293.91,299.3,299.3,26996018,293.02,277.43,,295.65,288.9,6.752,7.237,-0.486,62.53,303.75,293.02,282.29,0.0732,7.83,71.85,63.65,616472099,0.0064
2021-05-04,MSFT,298.55,304.76,297.79,301.58,301.58,27565730,294.02,278.28,,296.56,289.84,6.724,7.135,-0.41,64.4,304.0,294.02,284.04,0.0679,7.76,79.85,71.8,644037829,0.0076
2021-05-05,MSFT,299.83,304.56,298.83,303.42,303.42,35597352,294.96,279.21,,297.62,290.85,6.773,7.062,-0.289,65.87,304.77,294.96,285.15,0.0665,7.62,88.45,80.05,679635181,0.0061
2021-05-06,MSFT,303.57,308.93,302.36,306.88,306.88,27893298,295.89,280.06,,299.04,292.03,7.01,7.052,-0.042,68.52,306.47,295.89,285.31,0.0715,7.54,91.61,86.64,707528479,0.0114
2021-05-07,MSFT,305.91,308.75,298.94,300.56,300.56,39921211,296.39,280.74,,299.28,292.67,6.612,6.964,-0.352,59.46,306.87,296.39,285.92,0.0707,7.71,60.48,80.18,667607268,-0.0206
2021-05-10,MSFT,305.26,307.87,303.12,303.51,303.51,34807640,296.87,281.68,,299.93,293.47,6.46,6.863,-0.403,61.98,307.72,296.87,286.01,0.0731,7.68,72.13,74.74,702414908,0.0098
2021-05-11,MSFT,304.73,308.27,297.95,304.47,304.47,33257762,297.54,282.65,,300.63,294.28,6.344,6.759,-0.416,62.8,308.53,297.54,286.54,0.0739,7.87,77.07,69.89,735672670,0.0032
2021-05-12,MSFT,305.3,310.31,304.87,310.0,310.0,29065814,298.61,283.74,,302.07,295.45,6.621,6.732,-0.11,67.15,310.05,298.61,287.17,0.0766,7.72,98.37,82.53,764738484,0.0182
2021-05-13,MSFT,308.37,309.77,304.81,308.91,308.91,19833811,299.34,284.68,,303.12,296.44,6.677,6.721,-0.044,65.52,311.44,299.34,287.24,0.0808,7.54,92.66,89.37,744904673,-0.0035
2021-05-14,MSFT,309.44,310.67,305.9,308.33,308.33,31812011,300.43,285.65,,303.92,297.33,6.597,6.696,-0.098,64.63,311.61,300.43,289.25,0.0744,7.34,87.96,93.0,713092662,-0.0019
2021-05-17,MSFT,309.57,311.49,305.47,306.44,306.44,32131930,301.26,286.53,,304.31,298.0,6.31,6.619,-0.309,61.66,311.59,301.26,290.93,0.0686,7.25,75.06,85.23,680960732,-0.0061
2021-05-18,MSFT,305.9,307.42,305.37,307.24,307.24,28236157,301.79,287.41,,304.76,298.68,6.076,6.51,-0.434,62.45,312.2,301.79,291.38,0.069,6.88,79.01,80.68,709196889,0.0026
2021-05-19,MSFT,308.31,313.91,305.44,312.09,312.09,28561397,302.72,288.22,,305.89,299.68,6.211,6.45,-0.24,66.88,313.32,302.72,292.12,0.07,6.99,91.97,82.02,737758286,0.0158
2021-05-20,MSFT,309.51,315.63,308.72,312.59,312.59,38046634,303.7,289.1,,306.92,300.63,6.285,6.417,-0.132,67.3,314.15,303.7,293.26,0.0688,6.99,86.0,85.66,775804920,0.0016
2021-05-21,MSFT,311.62,322.98,310.74,315.87,315.87,27081219,304.79,290.2,,308.3,301.76,6.534,6.44,0.093,70.04,315.55,304.79,294.03,0.0706,7.36,71.77,83.25,802886139,0.0105
2021-05-24,MSFT,313.71,319.82,310.74,316.48,316.48,26791616,305.74,291.21,,309.56,302.85,6.702,6.493,0.21,70.54,317.09,305.74,294.38,0.0743,7.48,74.03,77.27,829677755,0.0019
2021-05-25,MSFT,314.51,323.89,307.79,320.84,320.84,40386936,306.63,292.27,,311.29,304.19,7.106,6.615,0.491,73.85,319.66,306.63,293.6,0.085,8.1,88.24,78.02,870064691,0.0138
2021-05-26,MSFT,320.97,324.6,317.25,322.52,322.52,32567011,307.69,293.2,,313.02,305.54,7.475,6.787,0.688,75.02,322.19,307.69,293.2,0.0942,8.05,92.2,84.82,902631702,0.0052
2021-05-27,MSFT,321.26,332.7,319.44,332.15,332.15,35929785,309.53,294.27,,315.96,307.51,8.448,7.12,1.328,80.42,326.45,309.53,292.61,0.1093,8.42,98.42,92.95,938561487,0.0299
2021-05-28,MSFT,333.15,337.21,324.9,328.65,328.65,34981094,311.09,295.29,,317.91,309.08,8.834,7.462,1.372,74.15,328.99,311.09,293.2,0.115,8.7,78.2,89.6,903580393,-0.0105
2021-05-31,MSFT,325.87,332.75,322.36,332.41,332.41,34692070,312.75,296.56,,320.14,310.81,9.336,7.837,1.499,76.29,332.04,312.75,293.45,0.1234,8.82,85.19,87.27,938272463,0.0114
2021-06-01,MSFT,332.03,334.89,322.48,327.51,327.51,36136124,314.04,297.84,,321.28,312.05,9.232,8.116,1.116,68.35,333.65,314.04,294.44,0.1248,9.07,70.06,77.81,902136339,-0.0147
2021-06-02,MSFT,329.41,330.87,327.41,327.83,327.83,21756473,315.26,299.19,,322.29,313.21,9.071,8.307,0.764,68.58,335.11,315.26,295.42,0.1259,8.67,70.54,75.26,923892812,0.001
2021-06-03,MSFT,328.89,329.18,316.23,317.16,317.16,51375009,315.78,300.27,,321.5,313.51,7.99,8.244,-0.254,54.39,335.25,315.78,296.3,0.1234,8.98,37.03,59.21,872517803,-0.0325
2021-06-04,MSFT,315.24,319.05,315.15,316.59,316.59,25481100,316.58,301.24,,320.74,313.74,7.007,7.996,-0.99,53.75,334.76,316.58,298.4,0.1149,8.62,35.24,47.6,847036703,-0.0018
2021-06-07,MSFT,316.67,319.36,311.78,314.61,314.61,31967504,317.13,302.13,,319.8,313.8,5.999,7.597,-1.598,51.49,334.34,317.13,299.93,0.1085,8.54,28.86,33.71,815069199,-0.0063
2021-06-08,MSFT,314.68,318.69,305.61,309.01,309.01,41692689,317.36,302.83,,318.14,313.45,4.694,7.016,-2.323,45.63,334.0,317.36,300.72,0.1049,8.87,10.76,24.95,773376510,-0.0178
2021-06-09,MSFT,307.1,314.24,304.8,314.13,314.13,29827909,317.57,303.59,,317.52,313.5,4.026,6.418,-2.392,51.11,333.94,317.57,301.2,0.1031,8.91,28.79,22.8,803204419,0.0166
2021-06-10,MSFT,311.39,320.15,309.92,316.6,316.6,39834863,317.95,304.34,,317.38,313.73,3.654,5.865,-2.211,53.54,333.84,317.95,302.06,0.1,9.0,36.41,25.32,843039282,0.0079
2021-06-11,MSFT,316.0,323.69,313.58,318.36,318.36,38218526,318.45,305.13,,317.53,314.07,3.462,5.385,-1.923,55.25,333.72,318.45,303.19,0.0959,9.08,41.84,35.68,881257808,0.0056
2021-06-14,MSFT,316.41,321.82,312.99,317.34,317.34,23953838,319.0,305.89,,317.5,314.31,3.19,4.946,-1.756,54.01,333.26,319.0,304.74,0.0894,9.06,38.69,38.98,857303970,-0.0032
2021-06-15,MSFT,318.2,330.12,316.5,325.81,325.81,40830132,319.93,306.77,,318.78,315.16,3.617,4.68,-1.063,61.69,333.4,319.93,306.46,0.0842,9.39,64.83,48.45,898134102,0.0267
2021-06-16,MSFT,326.81,330.96,321.53,330.21,330.21,36302222,320.83,307.69,,320.54,316.28,4.261,4.596,-0.336,64.96,334.51,320.83,307.16,0.0852,9.39,78.4,60.64,934436324,0.0135
2021-06-17,MSFT,330.97,332.73,326.55,329.21,329.21,30746465,321.66,308.51,,321.87,317.24,4.637,4.604,0.032,63.63,335.25,321.66,308.07,0.0845,9.16,81.12,74.78,903689859,-0.003
2021-06-18,MSFT,328.79,336.21,325.47,333.69,333.69,32388264,322.56,309.37,,323.69,318.45,5.236,4.731,0.505,66.9,336.83,322.56,308.28,0.0885,9.27,91.98,83.83,936078123,0.0136
2021-06-21,MSFT,331.48,338.9,329.88,333.61,333.61,24145827,323.41,310.16,,325.22,319.58,5.639,4.912,0.727,66.79,338.17,323.41,308.65,0.0913,9.26,84.49,85.86,911932296,-0.0002
2021-06-22,MSFT,332.68,338.4,332.19,334.6,334.6,29895252,324.1,311.03,,326.66,320.69,5.97,5.124,0.846,67.54,339.58,324.1,308.62,0.0955,9.04,87.39,87.95,941827548,0.003
2021-06-23,MSFT,335.68,339.63,333.29,339.16,339.16,30065389,324.93,312.04,,328.58,322.06,6.525,5.404,1.121,70.8,341.72,324.93,308.15,0.1033,8.85,98.65,90.18,971892937,0.0136
2021-06-24,MSFT,339.7,342.48,330.08,336.52,336.52,38767759,325.15,312.89,,329.8,323.13,6.675,5.658,1.017,66.63,342.41,325.15,307.89,0.1062,9.1,84.18,90.07,933125178,-0.0078
2021-06-25,MSFT,337.52,341.8,335.26,338.39,338.39,30912780,325.64,313.92,,331.13,324.26,6.865,5.9,0.966,68.06,343.79,325.64,307.48,0.1115,8.92,89.15,90.66,964037958,0.0056
2021-06-28,MSFT,337.44,345.18,333.6,333.66,333.66,37162466,325.7,314.8,,331.52,324.96,6.559,6.032,0.527,60.92,343.96,325.7,307.44,0.1121,9.11,71.47,81.6,926875492,-0.014
2021-06-29,MSFT,336.23,343.39,332.19,333.83,333.83,33331339,326.02,315.55,,331.87,325.61,6.258,6.077,0.181,61.08,344.6,326.02,307.43,0.114,9.26,67.81,76.14,960206831,0.0005
2021-06-30,MSFT,333.12,339.35,330.91,338.79,338.79,42199025,326.56,316.45,,332.94,326.59,6.346,6.131,0.216,65.47,345.96,326.56,307.17,0.1188,9.2,80.15,73.14,1002405856,0.0149
2021-07-01,MSFT,338.97,340.19,334.54,339.34,339.34,27450336,327.67,317.38,,333.92,327.53,6.387,6.182,0.205,65.93,347.33,327.67,308.02,0.12,8.94,81.86,76.61,1029856192,0.0016
2021-07-02,MSFT,337.17,343.71,330.06,342.31,342.31,26276842,328.96,318.34,,335.21,328.63,6.583,6.262,0.321,68.37,348.91,328.96,309.01,0.1213,9.28,89.99,84.0,1056133034,0.0088
2021-07-05,MSFT,343.1,348.5,340.18,345.87,345.87,34141259,330.52,319.31,,336.85,329.91,6.946,6.399,0.547,71.05,350.63,330.52,310.42,0.1217,9.21,90.25,87.37,1090274293,0.0104
2021-07-06,MSFT,347.53,348.63,346.95,348.62,348.62,23710519,332.5,320.22,,338.66,331.29,7.37,6.593,0.777,72.95,351.52,332.5,313.49,0.1144,8.75,99.96,93.4,1113984812,0.008
2021-07-07,MSFT,351.01,352.16,347.84,348.07,348.07,30266009,334.2,321.16,,340.11,332.53,7.575,6.789,0.785,71.93,352.39,334.2,316.01,0.1089,8.43,84.68,91.63,1083718803,-0.0016
2021-07-08,MSFT,348.56,353.23,334.94,341.11,341.11,32997195,335.42,322.07,,340.26,333.17,7.093,6.85,0.243,60.42,351.93,335.42,318.92,0.0984,9.14,48.09,77.58,1050721608,-0.02
2021-07-09,MSFT,340.37,346.21,334.31,336.69,336.69,33716483,336.34,322.86,,339.71,333.43,6.283,6.737,-0.454,54.46,350.88,336.34,321.81,0.0864,9.34,28.61,53.79,1017005125,-0.013
