Date,Ticker,Open,High,Low,Close,AdjClose,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI_14,BB_Upper,BB_Middle,BB_Lower,BB_Width,ATR_14,Stoch_K,Stoch_D,OBV,Daily_Return
2021-02-02,ETHIO_COFFEE,209.69,212.66,202.57,207.48,207.48,209377,203.59,,,207.67,,,,,56.88,218.54,203.59,188.64,0.1469,7.2,47.79,53.8,-441140,-0.0067
2021-02-03,ETHIO_COFFEE,206.22,223.51,205.28,219.12,219.12,297228,204.63,,,209.43,,,,,67.07,220.82,204.63,188.45,0.1582,7.99,85.55,62.18,-143912,0.0561
2021-02-04,ETHIO_COFFEE,218.23,222.55,215.03,220.66,220.66,191734,205.81,,,211.16,,,,,68.14,223.03,205.81,188.59,0.1673,7.96,90.6,74.65,47822,0.007
2021-02-05,ETHIO_COFFEE,220.3,224.72,214.01,217.48,217.48,146231,206.68,,,212.13,204.34,7.788,,,63.54,224.4,206.68,188.97,0.1714,8.15,77.04,84.4,-98409,-0.0144
2021-02-08,ETHIO_COFFEE,217.71,225.39,216.76,223.69,223.69,215914,207.94,,,213.91,205.78,8.133,,,68.08,226.71,207.94,189.18,0.1805,8.19,94.65,87.43,117505,0.0286
2021-02-09,ETHIO_COFFEE,223.89,233.28,223.05,228.19,228.19,166983,209.49,,,216.11,207.44,8.67,,,70.9,229.53,209.49,189.44,0.1914,8.33,87.05,86.25,284488,0.0201
2021-02-10,ETHIO_COFFEE,228.0,238.94,226.74,237.87,237.87,268245,211.4,,,219.45,209.69,9.764,,,75.85,234.4,211.4,188.39,0.2176,8.61,97.07,92.92,552733,0.0424
2021-02-11,ETHIO_COFFEE,239.75,242.63,237.59,242.18,242.18,236223,213.77,,,222.95,212.1,10.853,,,77.67,239.09,213.77,188.45,0.2369,8.35,98.88,94.33,788956,0.0181
2021-02-12,ETHIO_COFFEE,240.02,246.34,237.53,241.53,241.53,181522,215.84,,,225.81,214.28,11.532,,,76.73,243.05,215.84,188.63,0.2521,8.39,89.01,94.98,607434,-0.0027
2021-02-15,ETHIO_COFFEE,238.53,244.55,238.16,243.76,243.76,195659,218.14,,,228.57,216.46,12.109,,,77.73,246.6,218.14,189.67,0.261,8.24,94.11,94.0,803093,0.0092
2021-02-16,ETHIO_COFFEE,243.18,250.4,240.72,247.82,247.82,219726,220.71,,,231.53,218.78,12.748,,,79.45,250.11,220.71,191.32,0.2664,8.35,94.61,92.57,1022819,0.0167
2021-02-17,ETHIO_COFFEE,248.63,253.33,238.91,239.96,239.96,223897,222.97,,,232.83,220.35,12.476,10.453,2.023,68.41,250.97,222.97,194.97,0.2512,8.78,73.66,87.46,798922,-0.0317
2021-02-18,ETHIO_COFFEE,238.43,241.83,238.36,240.35,240.35,220576,224.88,,,233.99,221.83,12.152,10.792,1.359,68.64,252.15,224.88,197.6,0.2426,8.4,74.43,80.9,1019498,0.0016
2021-02-19,ETHIO_COFFEE,242.17,246.02,242.12,245.6,245.6,247937,226.9,,,235.77,223.59,12.178,11.07,1.109,71.67,254.02,226.9,199.77,0.2391,8.21,84.77,77.62,1267435,0.0218
2021-02-22,ETHIO_COFFEE,244.96,248.87,239.06,246.01,246.01,165558,228.45,,,237.35,225.25,12.093,11.274,0.819,71.9,256.21,228.45,200.69,0.243,8.32,84.77,81.32,1432993,0.0017
2021-02-23,ETHIO_COFFEE,245.39,246.5,241.98,242.02,242.02,174542,229.6,,,238.07,226.5,11.57,11.333,0.236,66.3,257.61,229.6,201.6,0.244,8.05,71.24,80.26,1258451,-0.0162
2021-02-24,ETHIO_COFFEE,243.03,249.41,240.06,245.72,245.72,141436,231.09,,,239.24,227.92,11.323,11.331,-0.008,68.73,259.2,231.09,202.98,0.2433,8.14,80.65,78.88,1399887,0.0153
2021-02-25,ETHIO_COFFEE,244.8,246.59,242.58,244.39,244.39,117782,232.67,,,240.04,229.14,10.895,11.244,-0.349,66.87,260.03,232.67,205.31,0.2352,7.85,75.55,75.81,1282105,-0.0054
2021-02-26,ETHIO_COFFEE,243.88,245.51,241.62,244.51,244.51,124723,234.36,,,240.72,230.28,10.445,11.084,-0.639,66.95,260.22,234.36,208.5,0.2207,7.56,70.87,75.69,1406828,0.0005
2021-03-01,ETHIO_COFFEE,243.38,245.31,238.99,239.13,239.13,167736,235.87,,,240.48,230.93,9.544,10.776,-1.232,59.4,258.99,235.87,212.76,0.196,7.48,46.6,64.34,1239092,-0.022
2021-03-02,ETHIO_COFFEE,238.63,245.31,236.15,242.78,242.78,260193,237.64,,,240.83,231.81,9.021,10.425,-1.404,62.49,256.88,237.64,218.4,0.1619,7.6,38.59,52.02,1499285,0.0153
2021-03-03,ETHIO_COFFEE,241.37,243.29,231.82,236.23,236.23,219580,238.49,,,240.12,232.14,7.985,9.937,-1.952,54.48,255.79,238.49,221.2,0.145,7.87,20.5,35.23,1279705,-0.027
2021-03-04,ETHIO_COFFEE,234.32,238.98,232.25,237.2,237.2,206278,239.32,,,239.67,232.51,7.16,9.382,-2.221,55.39,254.58,239.32,224.06,0.1276,7.79,25.01,28.04,1485983,0.0041
2021-03-05,ETHIO_COFFEE,238.31,239.92,235.4,239.14,239.14,207684,240.4,,,239.59,233.01,6.587,8.823,-2.235,57.24,251.93,240.4,228.88,0.0959,7.56,34.03,26.51,1693667,0.0082
2021-03-08,ETHIO_COFFEE,238.44,248.69,232.76,245.69,245.69,286585,241.5,,,240.53,233.94,6.586,8.376,-1.79,62.83,250.32,241.5,232.69,0.073,8.16,64.48,41.17,1980252,0.0274
2021-03-09,ETHIO_COFFEE,245.51,246.77,243.21,245.03,245.03,175144,242.35,,,241.22,234.77,6.457,7.992,-1.535,61.95,248.82,242.35,235.87,0.0535,7.83,75.1,57.87,1805108,-0.0027
2021-03-10,ETHIO_COFFEE,245.46,247.11,241.14,243.55,243.55,178446,242.63,,,241.58,235.42,6.164,7.626,-1.462,59.93,248.79,242.63,236.47,0.0508,7.69,66.69,68.76,1626662,-0.006
2021-03-11,ETHIO_COFFEE,241.82,252.57,239.4,250.28,250.28,281890,243.03,222.11,,242.92,236.52,6.402,7.381,-0.98,65.46,250.03,243.03,236.04,0.0576,8.09,88.96,76.92,1908552,0.0276
2021-03-12,ETHIO_COFFEE,251.51,253.78,244.67,251.91,251.91,183914,243.55,223.27,,244.3,237.66,6.645,7.234,-0.589,66.66,251.5,243.55,235.61,0.0653,8.16,91.48,82.38,2092466,0.0065
2021-03-15,ETHIO_COFFEE,252.9,253.91,245.34,246.07,246.07,193294,243.67,224.31,,244.57,238.28,6.293,7.046,-0.752,58.78,251.69,243.67,235.65,0.0658,8.19,64.51,81.65,1899172,-0.0232
2021-03-16,ETHIO_COFFEE,244.0,245.77,236.93,237.83,237.83,217808,243.17,225.15,,243.54,238.25,5.289,6.695,-1.405,49.83,251.34,243.17,235.0,0.0672,8.26,27.21,61.07,1681364,-0.0335
2021-03-17,ETHIO_COFFEE,236.45,239.91,233.74,238.41,238.41,192314,243.09,225.95,,242.75,238.26,4.489,6.253,-1.765,50.4,251.41,243.09,234.77,0.0684,8.11,29.83,40.52,1873678,0.0024
2021-03-18,ETHIO_COFFEE,240.56,243.27,235.86,237.22,237.22,175309,242.94,226.76,,241.9,238.18,3.715,5.746,-2.031,49.16,251.57,242.94,234.31,0.071,8.06,24.45,27.16,1698369,-0.005
2021-03-19,ETHIO_COFFEE,237.13,240.33,234.7,239.26,239.26,180472,242.62,227.54,,241.49,238.26,3.229,5.242,-2.013,51.37,251.3,242.62,233.94,0.0716,7.88,33.68,29.32,1878841,0.0086
2021-03-22,ETHIO_COFFEE,242.2,242.99,234.28,239.17,239.17,201331,242.28,228.35,,241.13,238.33,2.805,4.755,-1.95,51.26,250.94,242.28,233.62,0.0715,7.94,33.27,30.47,1677510,-0.0004
2021-03-23,ETHIO_COFFEE,236.52,239.27,236.23,238.58,238.58,175041,242.11,229.18,,240.74,238.35,2.393,4.283,-1.889,50.53,250.91,242.11,233.3,0.0728,7.59,29.22,32.06,1502469,-0.0025
2021-03-24,ETHIO_COFFEE,238.6,240.97,237.97,239.74,239.74,211865,241.81,229.98,,240.59,238.45,2.136,3.853,-1.717,51.99,250.51,241.81,233.1,0.072,7.26,33.0,31.83,1714334,0.0049
2021-03-25,ETHIO_COFFEE,238.7,240.88,238.38,240.28,240.28,169979,241.6,230.89,,240.54,238.59,1.954,3.473,-1.52,52.68,250.24,241.6,232.96,0.0715,6.92,35.56,32.59,1884313,0.0023
2021-03-26,ETHIO_COFFEE,241.2,243.87,229.19,231.4,231.4,289576,240.94,231.52,,239.13,238.05,1.08,2.995,-1.915,41.89,250.54,240.94,231.35,0.0797,7.48,8.94,25.83,1594737,-0.037
2021-03-29,ETHIO_COFFEE,232.36,233.25,229.94,232.7,232.7,174758,240.62,232.21,,238.14,237.66,0.486,2.493,-2.007,43.71,250.85,240.62,230.4,0.085,7.18,14.2,19.56,1769495,0.0056
2021-03-30,ETHIO_COFFEE,233.98,235.42,224.24,225.4,225.4,250265,239.75,232.8,,236.18,236.75,-0.566,1.881,-2.447,36.76,251.88,239.75,227.63,0.1011,7.47,3.91,9.02,1519230,-0.0314
2021-03-31,ETHIO_COFFEE,225.25,228.78,223.45,226.51,226.51,138976,239.27,233.43,,234.7,235.99,-1.296,1.246,-2.542,38.36,252.63,239.27,225.9,0.1117,7.31,10.05,9.38,1658206,0.0049
2021-04-01,ETHIO_COFFEE,223.39,229.05,221.04,228.25,228.25,197303,238.82,233.95,,233.7,235.42,-1.714,0.654,-2.368,40.9,253.01,238.82,224.63,0.1188,7.36,21.93,11.96,1855509,0.0077
2021-04-02,ETHIO_COFFEE,228.13,229.7,227.89,228.6,228.6,184674,238.29,234.42,,232.92,234.91,-1.994,0.124,-2.118,41.42,253.16,238.29,223.43,0.1248,6.97,30.57,20.85,2040183,0.0015
2021-04-05,ETHIO_COFFEE,227.71,228.25,223.05,224.4,224.4,245743,237.23,234.61,,231.61,234.13,-2.526,-0.406,-2.12,37.18,252.86,237.23,221.6,0.1317,6.87,14.72,22.41,1794440,-0.0184
2021-04-06,ETHIO_COFFEE,223.68,230.09,222.33,227.19,227.19,247766,236.34,234.77,,230.93,233.62,-2.691,-0.863,-1.828,41.46,252.12,236.34,220.56,0.1335,6.93,26.94,24.08,2042206,0.0124
2021-04-07,ETHIO_COFFEE,226.11,226.9,222.17,224.16,224.16,185125,235.37,234.94,,229.89,232.92,-3.032,-1.297,-1.735,38.4,251.63,235.37,219.11,0.1382,6.79,13.67,18.44,1857081,-0.0133
2021-04-08,ETHIO_COFFEE,224.17,230.73,221.07,228.59,228.59,233345,234.28,235.25,,229.69,232.6,-2.911,-1.62,-1.291,44.82,249.27,234.28,219.3,0.1279,7.0,33.07,24.56,2090426,0.0198
2021-04-09,ETHIO_COFFEE,229.2,232.54,228.46,232.07,232.07,181021,233.29,235.68,,230.05,232.56,-2.505,-1.797,-0.708,49.29,245.92,233.29,220.67,0.1082,6.79,48.31,31.68,2271447,0.0152
2021-04-12,ETHIO_COFFEE,232.68,238.26,232.19,235.39,235.39,234210,232.76,236.21,,230.87,232.77,-1.894,-1.816,-0.078,53.19,244.0,232.76,221.51,0.0966,6.75,62.86,48.08,2505657,0.0143
2021-04-13,ETHIO_COFFEE,236.19,243.46,235.81,241.42,241.42,251775,232.94,236.89,,232.5,233.41,-0.912,-1.635,0.723,59.31,244.61,232.94,221.27,0.1002,6.84,89.27,66.81,2757432,0.0256
2021-04-14,ETHIO_COFFEE,243.01,246.42,242.03,245.74,245.74,200246,233.3,237.42,,234.53,234.32,0.212,-1.266,1.478,63.03,246.05,233.3,220.56,0.1093,6.71,97.32,83.15,2957678,0.0179
2021-04-15,ETHIO_COFFEE,248.79,250.93,243.08,244.11,244.11,258037,233.65,237.89,,236.01,235.05,0.96,-0.821,1.781,60.77,247.15,233.65,220.15,0.1156,6.79,77.18,87.92,2699641,-0.0066
2021-04-16,ETHIO_COFFEE,245.08,249.05,239.01,240.66,240.66,222651,233.72,238.35,,236.72,235.46,1.26,-0.405,1.665,56.18,247.35,233.72,220.09,0.1166,7.02,65.64,80.05,2476990,-0.0141
2021-04-19,ETHIO_COFFEE,240.39,245.76,239.43,244.98,244.98,211130,234.01,238.78,,237.99,236.17,1.825,0.041,1.784,60.23,248.32,234.01,219.69,0.1223,6.97,80.09,74.31,2688120,0.018
2021-04-20,ETHIO_COFFEE,245.53,249.58,244.82,247.82,247.82,227136,234.47,239.17,,239.51,237.03,2.474,0.528,1.946,62.68,249.9,234.47,219.04,0.1316,6.82,89.6,78.44,2915256,0.0116
2021-04-21,ETHIO_COFFEE,246.53,250.07,245.67,245.85,245.85,145337,234.78,239.33,,240.48,237.68,2.797,0.982,1.815,59.92,250.84,234.78,218.71,0.1368,6.64,82.99,84.23,2769919,-0.0079
2021-04-22,ETHIO_COFFEE,247.57,248.49,240.87,242.08,242.08,206667,234.87,239.33,,240.73,238.01,2.717,1.329,1.388,54.95,251.07,234.87,218.66,0.138,6.71,70.36,80.98,2563252,-0.0153
2021-04-23,ETHIO_COFFEE,241.66,245.59,230.54,233.67,233.67,280470,234.98,239.17,,239.64,237.69,1.953,1.453,0.499,45.82,251.12,234.98,218.84,0.1373,7.31,42.2,65.18,2282782,-0.0347
2021-04-26,ETHIO_COFFEE,233.49,233.57,227.73,232.32,232.32,187029,234.96,238.94,,238.52,237.29,1.224,1.408,-0.184,44.54,251.11,234.96,218.81,0.1375,7.21,37.68,50.08,2095753,-0.0058
2021-04-27,ETHIO_COFFEE,233.75,239.0,230.11,236.0,236.0,141629,235.49,238.71,,238.13,237.2,0.933,1.313,-0.38,48.74,251.03,235.49,219.95,0.132,7.33,50.0,43.29,2237382,0.0158
2021-04-28,ETHIO_COFFEE,236.84,238.92,231.19,235.75,235.75,219954,235.95,238.62,,237.76,237.09,0.674,1.185,-0.511,48.47,250.94,235.95,220.97,0.127,7.36,34.57,40.75,2017428,-0.0011
2021-04-29,ETHIO_COFFEE,236.35,242.26,228.23,231.0,231.0,237845,236.09,238.44,,236.72,236.64,0.085,0.965,-0.88,43.56,250.84,236.09,221.34,0.125,7.84,14.09,32.89,1779583,-0.0201
2021-04-30,ETHIO_COFFEE,232.54,236.43,229.05,233.1,233.1,130572,236.32,238.19,,236.16,236.38,-0.211,0.73,-0.94,46.16,250.73,236.32,221.9,0.122,7.8,23.15,23.94,1910155,0.0091
2021-05-03,ETHIO_COFFEE,231.1,232.84,229.25,232.58,232.58,227844,236.72,237.92,,235.61,236.09,-0.481,0.488,-0.969,45.6,250.2,236.72,223.25,0.1139,7.52,20.91,19.38,1682311,-0.0022
2021-05-04,ETHIO_COFFEE,233.81,233.82,229.94,230.03,230.03,208133,236.87,237.68,,234.75,235.65,-0.891,0.212,-1.103,42.85,249.99,236.87,223.74,0.1109,7.26,9.91,17.99,1474178,-0.011
2021-05-05,ETHIO_COFFEE,229.09,232.39,225.72,228.99,228.99,150663,237.11,237.34,,233.87,235.15,-1.285,-0.087,-1.197,41.75,249.45,237.11,224.77,0.1041,7.22,13.43,14.75,1323515,-0.0045
2021-05-06,ETHIO_COFFEE,229.75,237.35,223.64,226.76,226.76,169174,237.02,236.99,,232.77,234.53,-1.756,-0.421,-1.335,39.4,249.63,237.02,224.4,0.1064,7.68,11.8,11.72,1154341,-0.0097
2021-05-07,ETHIO_COFFEE,226.95,228.27,222.18,224.12,224.12,196854,236.62,236.58,,231.44,233.76,-2.317,-0.8,-1.516,36.77,250.29,236.62,222.95,0.1155,7.57,6.96,10.73,957487,-0.0116
2021-05-10,ETHIO_COFFEE,223.27,223.93,218.16,219.5,219.5,172440,235.82,236.19,,229.61,232.7,-3.098,-1.26,-1.838,32.66,251.4,235.82,220.25,0.1321,7.45,4.2,7.65,785047,-0.0206
2021-05-11,ETHIO_COFFEE,220.11,220.65,218.75,220.21,220.21,191554,234.76,235.74,,228.16,231.78,-3.618,-1.731,-1.886,33.88,251.52,234.76,218.01,0.1427,7.06,6.76,5.97,976601,0.0032
2021-05-12,ETHIO_COFFEE,220.44,220.68,210.3,213.22,213.22,304014,233.14,235.28,,225.86,230.4,-4.542,-2.293,-2.248,28.41,251.54,233.14,214.73,0.1579,7.29,8.27,6.41,672587,-0.0317
2021-05-13,ETHIO_COFFEE,213.14,213.91,208.18,210.08,210.08,192573,231.44,234.74,,223.43,228.9,-5.464,-2.928,-2.537,26.35,251.67,231.44,211.2,0.1749,7.18,5.58,6.87,480014,-0.0147
2021-05-14,ETHIO_COFFEE,208.73,209.44,206.36,207.88,207.88,217474,229.8,234.11,,221.04,227.34,-6.3,-3.602,-2.698,24.99,251.99,229.8,207.6,0.1932,6.94,4.23,6.03,262540,-0.0105
2021-05-17,ETHIO_COFFEE,205.65,206.62,203.25,203.37,203.37,210666,227.72,233.26,,218.32,225.57,-7.243,-4.33,-2.913,22.42,251.57,227.72,203.86,0.2095,6.77,0.31,3.37,51874,-0.0217
2021-05-18,ETHIO_COFFEE,201.24,205.56,196.4,204.43,204.43,168891,225.55,232.45,,216.18,224.0,-7.815,-5.027,-2.788,24.39,249.58,225.55,201.51,0.2131,6.94,17.51,7.35,220765,0.0052
2021-05-19,ETHIO_COFFEE,205.75,208.0,202.53,203.85,203.85,154431,223.45,231.66,,214.29,222.51,-8.22,-5.666,-2.554,24.03,247.36,223.45,199.53,0.214,6.84,18.19,12.0,66334,-0.0028
2021-05-20,ETHIO_COFFEE,205.05,206.88,200.08,200.17,200.17,233943,221.35,230.66,,212.12,220.85,-8.737,-6.28,-2.457,21.83,245.71,221.35,197.0,0.2201,6.83,9.21,14.97,-167609,-0.0181
2021-05-21,ETHIO_COFFEE,201.04,206.62,198.84,206.17,206.17,275811,219.98,229.74,,211.2,219.76,-8.564,-6.737,-1.827,32.64,244.5,219.98,195.45,0.223,6.9,23.86,17.09,108202,0.03
2021-05-24,ETHIO_COFFEE,207.26,209.6,200.8,205.42,205.42,179851,218.63,228.93,,210.31,218.7,-8.391,-7.068,-1.323,32.04,243.25,218.63,194.01,0.2252,7.04,22.03,18.36,-71649,-0.0036
2021-05-25,ETHIO_COFFEE,207.29,214.23,205.0,214.13,214.13,271574,217.54,228.45,,210.9,218.36,-7.465,-7.147,-0.318,44.68,240.88,217.54,194.19,0.2146,7.19,43.3,29.73,199925,0.0424
2021-05-26,ETHIO_COFFEE,215.67,216.32,209.18,210.91,210.91,216551,216.3,227.9,,210.9,217.81,-6.911,-7.1,0.189,41.6,238.23,216.3,194.36,0.2028,7.19,45.53,36.95,-16626,-0.015
2021-05-27,ETHIO_COFFEE,211.21,212.59,209.5,212.15,212.15,191540,215.35,227.4,,211.09,217.39,-6.299,-6.94,0.64,43.22,236.28,215.35,194.43,0.1943,6.9,57.21,48.68,174914,0.0059
2021-05-28,ETHIO_COFFEE,212.75,213.11,207.75,210.25,210.25,241656,214.21,226.82,,210.96,216.86,-5.9,-6.732,0.832,41.33,233.57,214.21,194.85,0.1808,6.79,57.04,53.26,-66742,-0.009
2021-05-31,ETHIO_COFFEE,209.51,212.47,207.28,209.79,209.79,127007,213.07,226.24,,210.78,216.34,-5.556,-6.497,0.94,40.86,230.57,213.07,195.58,0.1642,6.67,55.15,56.47,-193749,-0.0022
2021-06-01,ETHIO_COFFEE,208.6,212.5,208.2,208.74,208.74,129807,212.01,225.64,,210.47,215.78,-5.308,-6.259,0.951,39.75,227.75,212.01,196.27,0.1485,6.5,61.95,58.05,-323556,-0.005
2021-06-02,ETHIO_COFFEE,209.93,216.88,208.98,214.6,214.6,182008,211.29,225.14,,211.1,215.69,-4.585,-5.924,1.339,48.18,225.05,211.29,197.53,0.1303,6.62,88.87,68.65,-141548,0.0281
2021-06-03,ETHIO_COFFEE,214.56,227.23,211.52,225.75,225.75,299419,211.24,224.85,,213.36,216.43,-3.077,-5.355,2.278,59.71,224.78,211.24,197.7,0.1282,7.27,95.2,82.0,157871,0.052
2021-06-04,ETHIO_COFFEE,224.08,231.18,220.22,228.5,228.5,264975,211.46,224.79,,215.69,217.33,-1.641,-4.612,2.971,61.96,225.93,211.46,196.98,0.1369,7.53,92.29,92.12,422846,0.0122
2021-06-07,ETHIO_COFFEE,227.75,228.39,224.8,225.1,225.1,153181,211.74,224.64,,217.14,217.9,-0.769,-3.843,3.075,57.68,227.02,211.74,196.45,0.1443,7.26,81.2,89.56,269665,-0.0149
2021-06-08,ETHIO_COFFEE,226.0,232.78,224.51,228.09,228.09,167370,212.13,224.69,,218.82,218.66,0.162,-3.042,3.204,60.28,228.62,212.13,195.64,0.1555,7.33,86.18,86.56,437035,0.0133
2021-06-09,ETHIO_COFFEE,228.25,232.0,226.48,230.96,230.96,195863,213.02,224.78,,220.69,219.57,1.118,-2.21,3.329,62.65,231.44,213.02,194.59,0.173,7.2,94.64,87.34,632898,0.0126
2021-06-10,ETHIO_COFFEE,230.5,234.07,226.75,229.43,229.43,128369,213.98,224.8,,222.03,220.3,1.733,-1.422,3.155,60.57,233.68,213.98,194.29,0.1841,7.21,86.05,88.96,504529,-0.0066
2021-06-11,ETHIO_COFFEE,230.6,233.88,221.72,224.32,224.32,230648,214.81,224.72,,222.38,220.6,1.787,-0.78,2.567,54.12,234.79,214.81,194.83,0.186,7.56,66.46,82.38,273881,-0.0223
2021-06-14,ETHIO_COFFEE,225.39,230.13,212.79,212.85,212.85,360268,215.28,224.49,,220.92,220.02,0.894,-0.445,1.339,43.03,234.59,215.28,195.97,0.1794,8.26,20.79,57.77,-86387,-0.0511
2021-06-15,ETHIO_COFFEE,211.56,217.23,210.89,213.2,213.2,155681,215.72,224.21,,219.73,219.52,0.212,-0.314,0.526,43.41,234.41,215.72,197.03,0.1733,8.13,22.1,36.45,69294,0.0016
2021-06-16,ETHIO_COFFEE,212.4,216.54,206.0,209.38,209.38,215390,216.0,223.91,,218.14,218.77,-0.629,-0.377,-0.253,40.24,234.13,216.0,197.86,0.1679,8.3,12.04,18.31,-146096,-0.0179
2021-06-17,ETHIO_COFFEE,207.07,212.4,206.24,212.14,212.14,234524,216.59,223.58,,217.22,218.28,-1.061,-0.514,-0.548,43.45,233.34,216.59,199.85,0.1546,8.14,21.87,18.67,88428,0.0132
2021-06-18,ETHIO_COFFEE,210.76,217.96,208.22,215.78,215.78,254507,217.07,223.25,,216.99,218.09,-1.097,-0.63,-0.467,47.46,233.13,217.07,201.01,0.148,8.26,34.84,22.92,342935,0.0172
2021-06-21,ETHIO_COFFEE,216.58,223.12,216.35,222.41,222.41,238039,217.92,223.0,,217.83,218.41,-0.584,-0.621,0.037,53.87,233.21,217.92,202.64,0.1403,8.19,58.46,38.39,580974,0.0307
2021-06-22,ETHIO_COFFEE,221.89,241.0,220.51,233.49,233.49,284363,218.89,222.84,,220.24,219.53,0.709,-0.355,1.064,62.17,235.49,218.89,202.3,0.1516,9.07,78.54,57.28,865337,0.0498
2021-06-23,ETHIO_COFFEE,233.61,238.08,233.57,236.26,236.26,236646,220.16,222.65,,222.7,220.77,1.935,0.103,1.832,63.92,237.95,220.16,202.37,0.1616,8.75,86.46,74.49,1101983,0.0119
2021-06-24,ETHIO_COFFEE,234.97,238.48,232.96,238.46,238.46,250211,221.47,222.53,,225.13,222.08,3.048,0.692,2.356,65.29,240.55,221.47,202.4,0.1722,8.52,92.74,85.91,1352194,0.0093
2021-06-25,ETHIO_COFFEE,239.8,240.16,232.46,233.29,233.29,235881,222.63,222.39,,226.38,222.91,3.474,1.248,2.225,59.56,241.63,222.63,203.62,0.1707,8.46,77.97,85.72,1116313,-0.0217
2021-06-28,ETHIO_COFFEE,233.24,234.42,229.69,229.99,229.99,236237,223.64,222.09,,226.94,223.43,3.504,1.7,1.805,56.17,241.94,223.64,205.33,0.1637,8.2,68.54,79.75,880076,-0.0141
2021-06-29,ETHIO_COFFEE,230.43,230.48,223.95,227.26,227.26,249143,224.56,221.68,,226.99,223.72,3.27,2.014,1.257,53.46,241.59,224.56,207.54,0.1516,8.08,60.74,69.09,630933,-0.0119
2021-06-30,ETHIO_COFFEE,223.73,224.91,222.65,224.65,224.65,186006,225.07,221.25,,226.63,223.79,2.842,2.179,0.662,50.93,241.47,225.07,208.67,0.1457,7.83,53.29,60.86,444927,-0.0115
