Date,Ticker,Open,High,Low,Close,AdjClose,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI_14,BB_Upper,BB_Middle,BB_Lower,BB_Width,ATR_14,Stoch_K,Stoch_D,OBV,Daily_Return
2021-02-12,AAPL,126.98,131.56,126.42,130.16,130.16,57854787,127.17,,,127.92,127.45,0.475,,,55.06,130.89,127.17,123.45,0.0585,3.68,76.12,54.09,105448424,0.0248
2021-02-15,AAPL,130.72,131.49,130.2,130.68,130.68,38694488,127.49,,,128.35,127.69,0.66,,,56.26,131.27,127.49,123.71,0.0593,3.52,80.95,67.97,144142912,0.004
2021-02-16,AAPL,131.06,133.94,128.36,133.57,133.57,75804140,127.8,,,129.15,128.12,1.028,,,62.29,132.41,127.8,123.19,0.0722,3.66,96.91,84.66,219947052,0.0221
2021-02-17,AAPL,133.78,135.67,133.0,135.23,135.23,45440858,128.18,,,130.09,128.65,1.436,0.632,0.805,65.25,133.81,128.18,122.55,0.0879,3.59,96.79,91.55,265387910,0.0124
2021-02-18,AAPL,134.9,140.34,134.51,138.06,138.06,78015021,128.63,,,131.31,129.35,1.966,0.899,1.067,69.63,135.72,128.63,121.54,0.1103,3.75,86.26,93.32,343402931,0.0209
2021-02-19,AAPL,138.33,139.94,137.75,138.67,138.67,48377651,129.29,,,132.45,130.04,2.407,1.2,1.207,70.49,137.46,129.29,121.11,0.1265,3.64,89.93,90.99,391780582,0.0044
2021-02-22,AAPL,137.68,139.09,137.62,138.49,138.49,49455121,130.0,,,133.38,130.66,2.711,1.502,1.209,69.86,138.76,130.0,121.24,0.1347,3.49,88.85,88.35,342325461,-0.0013
2021-02-23,AAPL,139.61,139.61,135.55,136.4,136.4,66314018,130.53,,,133.84,131.09,2.752,1.752,0.999,62.83,139.48,130.53,121.58,0.1371,3.53,76.25,85.01,276011443,-0.0151
2021-02-24,AAPL,136.65,136.65,132.16,135.1,135.1,55667731,130.88,,,134.03,131.39,2.648,1.931,0.717,58.86,139.97,130.88,121.79,0.1389,3.6,68.41,77.84,220343712,-0.0095
2021-02-25,AAPL,134.47,141.87,132.94,137.11,137.11,75512558,131.58,,,134.51,131.81,2.697,2.085,0.613,62.77,140.34,131.58,122.82,0.1331,3.98,73.73,72.8,295856270,0.0149
2021-02-26,AAPL,136.82,142.77,136.18,142.29,142.29,82760263,132.36,,,135.7,132.59,3.118,2.291,0.827,70.55,141.96,132.36,122.77,0.145,4.16,97.48,79.87,378616533,0.0378
2021-03-01,AAPL,142.96,144.33,142.48,143.08,143.08,63308839,133.21,,,136.84,133.36,3.476,2.528,0.947,71.53,143.43,133.21,123.0,0.1534,4.01,93.93,88.38,441925372,0.0056
2021-03-02,AAPL,144.28,145.68,142.58,142.98,142.98,69766176,133.99,,,137.78,134.08,3.708,2.764,0.944,71.21,144.68,133.99,123.3,0.1595,3.95,86.2,92.53,372159196,-0.0007
2021-03-03,AAPL,142.96,146.34,142.18,146.17,146.17,61111645,134.86,,,139.07,134.97,4.102,3.032,1.071,75.06,146.5,134.86,123.22,0.1726,3.96,99.15,93.09,433270841,0.0223
2021-03-04,AAPL,145.99,151.78,145.38,149.48,149.48,54796821,135.88,,,140.68,136.05,4.629,3.351,1.277,78.31,148.82,135.88,122.93,0.1905,4.14,90.18,91.84,488067662,0.0226
2021-03-05,AAPL,149.05,149.56,146.68,147.34,147.34,72126665,136.79,,,141.7,136.88,4.817,3.644,1.173,71.8,150.26,136.79,123.31,0.197,4.05,81.04,90.12,415940997,-0.0143
2021-03-08,AAPL,147.56,150.73,146.36,148.96,148.96,47466958,137.78,,,142.82,137.78,5.04,3.923,1.116,73.59,151.76,137.78,123.79,0.203,4.07,85.63,85.62,463407955,0.011
2021-03-09,AAPL,149.99,152.96,148.05,152.92,152.92,68587901,139.0,,,144.37,138.9,5.472,4.233,1.239,77.37,153.78,139.0,124.21,0.2127,4.13,99.81,88.83,531995856,0.0266
2021-03-10,AAPL,153.39,156.79,149.92,150.4,150.4,55483155,140.21,,,145.3,139.75,5.548,4.496,1.052,70.46,154.56,140.21,125.85,0.2047,4.33,74.06,86.5,476512701,-0.0165
2021-03-11,AAPL,149.88,152.04,148.57,150.33,150.33,43681252,141.37,132.85,,146.07,140.53,5.538,4.705,0.834,70.27,155.02,141.37,127.73,0.193,4.26,73.77,82.55,432831449,-0.0005
2021-03-12,AAPL,151.43,152.88,148.32,149.02,149.02,77302037,142.31,133.23,,146.53,141.16,5.363,4.836,0.527,66.69,155.32,142.31,129.31,0.1828,4.29,68.45,72.09,355529412,-0.0087
2021-03-15,AAPL,149.01,150.52,147.92,150.26,150.26,68430444,143.29,133.68,,147.1,141.84,5.264,4.922,0.342,68.33,155.58,143.29,131.01,0.1715,4.16,73.49,71.9,423959856,0.0083
2021-03-16,AAPL,149.25,154.79,148.64,154.2,154.2,87586361,144.32,134.2,,148.19,142.75,5.44,5.025,0.415,72.91,156.63,144.32,132.01,0.1706,4.31,89.14,77.03,511546217,0.0262
2021-03-17,AAPL,153.22,155.68,153.05,153.54,153.54,33637296,145.24,134.72,,149.02,143.55,5.464,5.113,0.351,71.06,157.43,145.24,133.05,0.1679,4.19,84.23,82.29,477908921,-0.0043
2021-03-18,AAPL,152.98,156.53,150.0,154.71,154.71,45958400,146.07,135.25,,149.89,144.38,5.513,5.193,0.32,72.4,158.46,146.07,133.68,0.1696,4.35,85.76,86.38,523867321,0.0076
2021-03-19,AAPL,154.95,157.05,154.56,155.92,155.92,56207328,146.94,135.8,,150.82,145.23,5.586,5.272,0.314,73.75,159.54,146.94,134.33,0.1716,4.22,92.4,87.46,580074649,0.0078
2021-03-22,AAPL,155.43,156.69,154.55,155.91,155.91,49702621,147.81,136.34,,151.6,146.02,5.578,5.333,0.245,73.72,160.37,147.81,135.25,0.1699,4.07,92.33,90.17,530372028,-0.0001
2021-03-23,AAPL,155.1,161.59,154.25,160.24,160.24,70046423,149.0,137.03,,152.93,147.08,5.854,5.437,0.417,78.16,161.53,149.0,136.47,0.1682,4.31,91.67,92.14,600418451,0.0278
2021-03-24,AAPL,160.27,165.79,159.36,164.99,164.99,81322807,150.49,137.81,,154.79,148.4,6.382,5.626,0.756,81.8,163.16,150.49,137.82,0.1684,4.46,95.88,93.3,681741258,0.0296
2021-03-25,AAPL,164.72,165.34,162.66,162.7,162.7,70373511,151.77,138.55,,156.0,149.46,6.541,5.809,0.732,75.29,163.94,151.77,139.61,0.1603,4.33,84.1,90.55,611367747,-0.0139
2021-03-26,AAPL,162.14,166.8,160.37,165.74,165.74,56130285,152.94,139.36,,157.5,150.67,6.833,6.014,0.819,77.81,165.73,152.94,140.16,0.1672,4.48,94.39,91.46,667498032,0.0187
2021-03-29,AAPL,166.23,169.99,164.54,167.68,167.68,66465706,154.17,140.23,,159.07,151.93,7.139,6.239,0.9,79.27,167.64,154.17,140.7,0.1747,4.55,89.53,89.34,733963738,0.0117
2021-03-30,AAPL,167.35,169.52,166.6,169.52,169.52,67751632,155.5,141.07,,160.68,153.23,7.444,6.48,0.964,80.57,169.52,155.5,141.49,0.1803,4.43,97.87,93.93,801715370,0.011
2021-03-31,AAPL,168.97,172.65,168.32,171.95,171.95,76691869,156.79,141.96,,162.41,154.62,7.792,6.742,1.05,82.16,171.84,156.79,141.74,0.192,4.43,97.17,94.86,878407239,0.0143
2021-04-01,AAPL,170.26,178.59,167.12,177.28,177.28,69427805,158.18,142.92,,164.7,156.3,8.401,7.074,1.327,85.05,175.27,158.18,141.09,0.2161,4.93,95.73,96.92,947835044,0.031
2021-04-02,AAPL,176.52,180.23,175.24,177.45,177.45,63450345,159.69,143.96,,166.66,157.86,8.796,7.418,1.377,85.14,177.95,159.69,141.42,0.2288,4.93,91.2,94.7,1011285389,0.001
2021-04-05,AAPL,176.83,178.86,176.04,178.66,178.66,68322815,161.17,145.05,,168.51,159.4,9.101,7.755,1.347,85.74,180.51,161.17,141.83,0.2399,4.78,94.81,93.91,1079608204,0.0068
2021-04-06,AAPL,178.19,181.11,176.46,180.33,180.33,51892132,162.54,146.14,,170.33,160.95,9.371,8.078,1.293,86.56,183.19,162.54,141.9,0.254,4.77,97.49,94.5,1131500336,0.0093
2021-04-07,AAPL,179.73,182.42,179.56,181.3,181.3,49683096,164.09,147.2,,172.01,162.46,9.552,8.373,1.179,87.02,185.48,164.09,142.7,0.2607,4.64,96.02,96.11,1181183432,0.0054
2021-04-08,AAPL,179.59,187.14,177.16,186.67,186.67,79587622,165.9,148.47,,174.27,164.25,10.014,8.701,1.313,89.23,188.45,165.9,143.35,0.2718,5.02,98.57,97.36,1260771054,0.0296
2021-04-09,AAPL,186.54,191.59,186.21,190.74,190.74,82363437,167.99,149.76,,176.8,166.22,10.586,9.078,1.508,90.55,191.6,167.99,144.38,0.2811,5.04,97.72,97.44,1343134491,0.0218
2021-04-12,AAPL,192.86,194.63,191.98,194.54,194.54,53052333,170.2,151.12,,179.53,168.31,11.217,9.506,1.711,91.58,195.02,170.2,145.39,0.2916,4.96,99.74,98.68,1396186824,0.0199
2021-04-13,AAPL,193.74,196.35,192.36,194.59,194.59,47592858,172.22,152.47,,181.85,170.26,11.587,9.922,1.665,91.6,198.06,172.22,146.39,0.3,4.89,95.11,97.53,1443779682,0.0003
2021-04-14,AAPL,194.26,194.29,192.78,192.89,192.89,67018251,174.19,153.75,,183.55,171.94,11.61,10.259,1.35,86.68,200.03,174.19,148.36,0.2966,4.67,90.38,95.08,1376761431,-0.0087
2021-04-15,AAPL,192.53,192.67,185.82,188.52,188.52,61753180,175.88,154.94,,184.31,173.17,11.146,10.437,0.709,75.48,200.8,175.88,150.96,0.2834,4.84,75.39,86.96,1315008251,-0.0227
2021-04-16,AAPL,189.09,193.72,187.71,192.95,192.95,76583898,177.73,156.21,,185.64,174.63,11.01,10.551,0.458,78.51,201.94,177.73,153.52,0.2724,4.93,88.57,84.78,1391592149,0.0235
2021-04-19,AAPL,192.18,193.54,190.42,192.85,192.85,47347632,179.58,157.49,,186.75,175.98,10.769,10.595,0.174,78.27,202.45,179.58,156.71,0.2547,4.8,88.03,83.99,1344244517,-0.0005
2021-04-20,AAPL,193.32,197.19,190.69,192.8,192.8,55252121,181.21,158.77,,187.68,177.23,10.454,10.567,-0.113,78.15,202.94,181.21,159.47,0.2399,4.92,85.4,87.33,1288992396,-0.0003
2021-04-21,AAPL,192.06,197.44,189.86,196.69,196.69,53190080,182.79,160.18,,189.07,178.67,10.399,10.533,-0.135,80.75,204.19,182.79,161.4,0.2341,5.11,96.62,90.02,1342182476,0.0202
2021-04-22,AAPL,197.66,200.09,195.0,196.33,196.33,52232644,184.47,161.57,,190.18,179.98,10.208,10.468,-0.26,79.8,204.53,184.47,164.42,0.2175,5.11,84.37,88.8,1289949832,-0.0018
2021-04-23,AAPL,196.56,200.56,194.02,194.69,194.69,65120522,185.92,162.86,,190.88,181.07,9.811,10.337,-0.526,75.46,204.49,185.92,167.36,0.1997,5.21,75.64,85.54,1224829310,-0.0084
2021-04-26,AAPL,195.04,198.37,194.78,195.72,195.72,45206667,187.32,164.16,,191.62,182.15,9.471,10.163,-0.693,76.33,204.34,187.32,170.31,0.1816,5.1,79.32,79.78,1270035977,0.0053
2021-04-27,AAPL,194.3,198.92,193.12,198.29,198.29,56272163,188.76,165.45,,192.65,183.35,9.301,9.991,-0.69,78.39,204.31,188.76,173.21,0.1648,5.15,90.3,81.75,1326308140,0.0131
2021-04-28,AAPL,198.4,204.75,197.82,201.04,201.04,45752882,190.22,166.77,,193.94,184.66,9.281,9.849,-0.568,80.36,204.6,190.22,175.83,0.1513,5.28,80.4,83.34,1372061022,0.0139
2021-04-29,AAPL,201.73,202.76,194.79,197.54,197.54,65778025,191.23,167.96,,194.49,185.61,8.881,9.655,-0.774,71.44,204.65,191.23,177.81,0.1404,5.47,61.91,77.54,1306282997,-0.0174
2021-04-30,AAPL,198.92,202.11,197.99,198.1,198.1,59468590,192.26,169.15,,195.05,186.54,8.511,9.427,-0.916,71.98,204.4,192.26,180.12,0.1263,5.41,64.87,69.06,1365751587,0.0028
2021-05-03,AAPL,198.72,203.28,194.43,201.1,201.1,58579214,193.38,170.4,,195.98,187.62,8.363,9.214,-0.851,74.71,204.38,193.38,182.39,0.1137,5.65,80.72,69.17,1424330801,0.0151
2021-05-04,AAPL,201.33,205.05,199.59,203.8,203.8,67808557,194.56,171.75,,197.18,188.81,8.368,9.045,-0.677,76.9,204.71,194.56,184.41,0.1043,5.64,93.5,79.7,1492139358,0.0134
2021-05-05,AAPL,201.28,205.18,196.75,199.4,199.4,67997216,195.46,173.03,,197.52,189.6,7.925,8.821,-0.896,66.76,203.79,195.46,187.14,0.0852,5.84,66.91,80.38,1424142142,-0.0216
2021-05-06,AAPL,198.4,201.99,195.8,195.91,195.91,60074962,195.92,174.21,,197.28,190.07,7.209,8.498,-1.289,60.01,203.2,195.92,188.64,0.0743,5.86,39.49,66.64,1364067180,-0.0175
2021-05-07,AAPL,194.97,201.88,194.74,200.41,200.41,64360467,196.41,175.37,,197.76,190.83,6.925,8.184,-1.259,64.94,203.53,196.41,189.29,0.0725,5.95,68.86,58.42,1428427647,0.023
2021-05-10,AAPL,199.16,201.82,196.87,197.23,197.23,48871151,196.54,176.46,,197.68,191.31,6.37,7.821,-1.451,59.37,203.62,196.54,189.47,0.072,5.88,48.11,52.15,1379556496,-0.0159
2021-05-11,AAPL,197.59,200.1,195.94,199.87,199.87,58910675,196.81,177.59,,198.01,191.94,6.073,7.471,-1.398,62.26,203.97,196.81,189.65,0.0727,5.76,55.97,57.65,1438467171,0.0134
2021-05-12,AAPL,200.41,202.78,197.58,201.73,201.73,39470391,197.25,178.7,,198.59,192.67,5.92,7.161,-1.241,64.2,204.48,197.25,190.02,0.0733,5.72,71.39,58.49,1477937562,0.0093
2021-05-13,AAPL,202.39,203.54,198.06,198.71,198.71,61101929,197.76,179.69,,198.6,193.11,5.491,6.827,-1.336,58.92,203.79,197.76,191.72,0.061,5.7,46.35,57.9,1416835633,-0.015
2021-05-14,AAPL,198.0,203.83,194.47,202.55,202.55,76263210,198.24,180.79,,199.21,193.81,5.399,6.541,-1.142,63.07,204.19,198.24,192.28,0.0601,5.96,78.19,65.31,1493098843,0.0193
2021-05-17,AAPL,202.62,204.58,200.01,202.63,202.63,58457726,198.73,181.87,,199.74,194.47,5.272,6.288,-1.016,63.16,204.43,198.73,193.02,0.0574,5.86,76.28,66.94,1551556569,0.0004
2021-05-18,AAPL,202.34,206.25,199.9,206.21,206.21,67717563,199.4,182.93,,200.73,195.34,5.398,6.11,-0.712,66.78,205.31,199.4,193.49,0.0593,5.9,99.66,84.71,1619274132,0.0177
2021-05-19,AAPL,206.9,207.43,206.71,206.98,206.98,42469234,199.91,184.06,,201.69,196.2,5.496,5.987,-0.491,67.52,206.54,199.91,193.29,0.0663,5.56,96.54,90.83,1661743366,0.0037
2021-05-20,AAPL,206.07,207.2,203.97,205.87,205.87,36379208,200.39,185.17,,202.34,196.91,5.422,5.874,-0.452,65.27,207.28,200.39,193.5,0.0688,5.4,88.0,94.73,1625364158,-0.0054
2021-05-21,AAPL,205.71,207.72,204.09,205.66,205.66,32602457,200.94,186.31,,202.85,197.56,5.286,5.756,-0.471,64.82,207.67,200.94,194.2,0.067,5.27,84.45,89.66,1592761701,-0.001
2021-05-24,AAPL,205.24,205.86,204.72,204.87,204.87,45057455,201.4,187.4,,203.16,198.1,5.055,5.616,-0.561,63.09,207.89,201.4,194.9,0.0645,4.98,78.49,83.65,1547704246,-0.0038
2021-05-25,AAPL,205.72,206.02,203.8,205.89,205.89,55908350,201.78,188.43,,203.58,198.68,4.899,5.473,-0.574,64.41,208.39,201.78,195.16,0.0655,4.78,86.19,83.04,1603612596,0.005
2021-05-26,AAPL,205.23,207.78,205.04,207.44,207.44,58175871,202.09,189.51,,204.17,199.33,4.844,5.347,-0.503,66.38,209.14,202.09,195.05,0.0697,4.63,97.45,87.37,1661788467,0.0075
2021-05-27,AAPL,207.44,212.91,204.63,210.83,210.83,66759351,202.76,190.63,,205.2,200.18,5.016,5.281,-0.265,70.26,210.44,202.76,195.08,0.0757,4.89,88.72,90.78,1728547818,0.0163
2021-05-28,AAPL,208.36,211.5,207.97,211.37,211.37,49287847,203.42,191.74,,206.15,201.01,5.137,5.252,-0.115,70.84,211.65,203.42,195.2,0.0809,4.8,91.65,92.6,1777835665,0.0026
2021-05-31,AAPL,212.44,216.53,211.88,215.2,215.2,65211736,204.13,192.93,,207.54,202.06,5.479,5.297,0.181,74.6,213.74,204.13,194.52,0.0942,4.82,93.97,91.45,1843047401,0.0181
2021-06-01,AAPL,214.58,218.41,212.44,215.72,215.72,39913904,204.72,194.04,,208.8,203.07,5.725,5.383,0.342,75.07,215.58,204.72,193.87,0.106,4.9,88.76,91.46,1882961305,0.0024
2021-06-02,AAPL,213.29,220.16,213.0,219.79,219.79,68717826,205.74,195.13,,210.49,204.31,6.178,5.542,0.636,78.43,218.13,205.74,193.36,0.1204,5.07,98.56,93.76,1951679131,0.0189
2021-06-03,AAPL,217.4,220.03,214.19,216.18,216.18,38948652,206.76,196.2,,211.36,205.19,6.174,5.668,0.506,69.48,219.07,206.76,194.44,0.1191,5.12,80.36,89.23,1912730479,-0.0164
2021-06-04,AAPL,214.82,217.67,212.58,214.7,214.7,58807961,207.47,197.18,,211.88,205.89,5.983,5.731,0.252,66.14,219.89,207.47,195.05,0.1197,5.12,73.05,83.99,1853922518,-0.0068
2021-06-07,AAPL,214.39,217.97,213.2,213.56,213.56,45914480,208.29,198.1,,212.14,206.46,5.674,5.72,-0.046,63.61,220.03,208.29,196.54,0.1128,5.09,59.66,71.02,1808008038,-0.0053
2021-06-08,AAPL,213.99,215.86,210.8,210.86,210.86,71401286,208.84,198.93,,211.94,206.79,5.152,5.606,-0.454,57.95,219.97,208.84,197.71,0.1066,5.09,43.15,58.62,1736606752,-0.0126
2021-06-09,AAPL,210.44,214.62,209.74,211.82,211.82,63532440,209.34,199.73,,211.92,207.16,4.761,5.437,-0.676,59.33,220.05,209.34,198.64,0.1023,5.08,49.02,50.61,1800139192,0.0046
2021-06-10,AAPL,210.77,211.65,205.55,211.11,211.11,41463766,209.96,200.4,,211.8,207.45,4.343,5.218,-0.875,57.82,219.5,209.96,200.42,0.0909,5.16,44.68,45.62,1758675426,-0.0034
2021-06-11,AAPL,209.94,215.04,209.71,212.86,212.86,67066625,210.48,201.11,,211.96,207.85,4.106,4.996,-0.89,60.5,219.46,210.48,201.49,0.0854,5.17,55.38,49.69,1825742051,0.0083
2021-06-14,AAPL,214.85,215.27,211.57,212.33,212.33,69813670,210.96,201.78,,212.02,208.19,3.832,4.763,-0.931,59.27,219.22,210.96,202.71,0.0782,5.07,49.58,49.88,1755928381,-0.0025
2021-06-15,AAPL,213.47,215.01,211.43,212.7,212.7,35626448,211.29,202.43,,212.12,208.52,3.602,4.531,-0.929,59.88,219.27,211.29,203.3,0.0756,4.96,51.96,52.31,1791554829,0.0017
2021-06-16,AAPL,212.18,215.07,208.64,214.2,214.2,50796356,211.65,203.09,,212.44,208.94,3.501,4.325,-0.824,62.35,219.47,211.65,203.82,0.074,5.07,59.21,53.58,1842351185,0.0071
2021-06-17,AAPL,213.11,218.36,212.82,218.31,218.31,83330084,212.27,203.72,,213.34,209.63,3.71,4.202,-0.492,68.15,220.14,212.27,204.4,0.0741,5.1,87.34,66.17,1925681269,0.0192
2021-06-18,AAPL,219.17,226.92,218.92,223.32,223.32,70287671,213.15,204.37,,214.88,210.65,4.231,4.208,0.023,73.5,221.78,213.15,204.52,0.081,5.35,83.15,76.57,1995968940,0.0229
2021-06-21,AAPL,222.33,222.58,220.09,221.0,221.0,43869641,213.96,204.9,,215.82,211.42,4.406,4.247,0.158,67.82,222.35,213.96,205.57,0.0785,5.2,72.3,80.93,1952099299,-0.0104
2021-06-22,AAPL,220.15,222.24,218.94,220.12,220.12,48371439,214.67,205.41,,216.48,212.06,4.422,4.282,0.14,65.74,222.61,214.67,206.73,0.074,5.06,68.18,74.54,1903727860,-0.004
2021-06-23,AAPL,220.9,222.51,212.29,215.1,215.1,63664716,215.05,205.86,,216.27,212.29,3.984,4.223,-0.238,55.33,222.26,215.05,207.84,0.0671,5.43,44.69,61.72,1840063144,-0.0228
2021-06-24,AAPL,215.63,216.0,214.3,215.27,215.27,49869540,215.28,206.39,,216.12,212.51,3.61,4.1,-0.491,55.59,222.22,215.28,208.33,0.0645,5.17,45.48,52.78,1889932684,0.0008
2021-06-25,AAPL,214.61,216.12,212.29,215.62,215.62,58537291,215.49,206.85,,216.04,212.74,3.303,3.941,-0.638,56.15,222.2,215.49,208.78,0.0623,5.07,47.12,45.77,1948469975,0.0016
2021-06-28,AAPL,215.43,220.14,214.5,219.94,219.94,56444032,215.73,207.39,,216.64,213.27,3.369,3.826,-0.457,62.42,222.71,215.73,208.74,0.0647,5.11,67.34,53.31,2004914007,0.02
2021-06-29,AAPL,220.6,223.2,220.18,220.41,220.41,40905356,215.96,207.94,,217.22,213.8,3.42,3.745,-0.325,63.04,223.23,215.96,208.69,0.0674,4.98,69.54,61.33,2045819363,0.0021
2021-06-30,AAPL,220.19,225.34,219.15,224.98,224.98,78425409,216.22,208.51,,218.41,214.63,3.786,3.753,0.033,68.49,224.34,216.22,208.1,0.0751,5.07,89.39,75.42,2124244772,0.0207
2021-07-01,AAPL,225.11,227.28,216.78,217.83,217.83,74451927,216.3,208.94,,218.32,214.86,3.459,3.694,-0.235,54.87,224.46,216.3,208.15,0.0754,5.45,49.3,69.41,2049792845,-0.0318
2021-07-02,AAPL,218.14,220.65,217.28,218.43,218.43,58560408,216.49,209.41,,218.34,215.13,3.211,3.598,-0.387,55.67,224.66,216.49,208.32,0.0755,5.3,52.52,63.74,2108353253,0.0028
2021-07-05,AAPL,218.67,219.15,216.93,217.44,217.44,41263202,216.68,209.84,,218.2,215.3,2.902,3.459,-0.557,53.97,224.75,216.68,208.62,0.0744,5.08,47.21,49.68,2067090051,-0.0045
2021-07-06,AAPL,217.09,218.14,214.78,214.82,214.82,65009678,216.88,210.18,,217.68,215.26,2.417,3.25,-0.833,49.67,224.55,216.88,209.21,0.0707,4.96,16.88,38.87,2002080373,-0.012
2021-07-07,AAPL,213.69,214.07,207.73,210.16,210.16,60571098,216.8,210.36,,216.52,214.89,1.638,2.928,-1.29,43.09,224.72,216.8,208.88,0.073,5.11,12.43,25.51,1941509275,-0.0217
2021-07-08,AAPL,210.86,212.59,203.91,204.02,204.02,80278629,216.44,210.49,,214.6,214.08,0.519,2.446,-1.927,36.27,225.84,216.44,207.04,0.0869,5.37,0.47,9.93,1861230646,-0.0292
2021-07-09,AAPL,203.0,204.25,199.55,199.97,199.97,51541495,215.8,210.52,,212.35,213.04,-0.686,1.82,-2.506,32.6,227.56,215.8,204.03,0.109,5.32,1.51,4.8,1809689151,-0.0199
