Date,Ticker,Open,High,Low,Close,AdjClose,Volume
2021-08-11,ETHIO_COFFEE,277.78,281.59,269.74,270.18,270.18,228634
2021-08-12,ETHIO_COFFEE,269.37,269.44,261.19,263.33,263.33,229065
2021-08-13,ETHIO_COFFEE,264.21,264.67,260.83,261.06,261.06,150992
2021-08-16,ETHIO_COFFEE,259.02,274.21,256.99,271.35,271.35,296195
2021-08-17,ETHIO_COFFEE,270.26,270.71,267.27,268.85,268.85,191753
2021-08-18,ETHIO_COFFEE,269.32,271.38,258.8,261.34,261.34,212264
2021-08-19,ETHIO_COFFEE,260.42,263.61,253.34,255.88,255.88,161223
2021-08-20,ETHIO_COFFEE,257.52,261.31,254.25,260.26,260.26,201630
2021-08-23,ETHIO_COFFEE,261.55,261.75,259.08,259.94,259.94,160381
2021-08-24,ETHIO_COFFEE,261.83,268.4,255.62,255.99,255.99,240979
2021-08-25,ETHIO_COFFEE,257.46,266.79,255.25,264.21,264.21,187321
2021-08-26,ETHIO_COFFEE,262.7,270.54,261.76,269.35,269.35,233735
2021-08-27,ETHIO_COFFEE,272.35,273.85,264.35,265.53,265.53,222948
2021-08-30,ETHIO_COFFEE,264.24,279.28,261.42,274.27,274.27,260496
2021-08-31,ETHIO_COFFEE,274.0,280.2,271.83,272.63,272.63,131301
2021-09-01,ETHIO_COFFEE,273.94,280.28,262.8,265.22,265.22,280672
2021-09-02,ETHIO_COFFEE,268.41,273.96,258.11,260.39,260.39,287832
2021-09-03,ETHIO_COFFEE,259.21,275.33,257.99,273.45,273.45,361969
2021-09-06,ETHIO_COFFEE,272.76,276.84,259.15,263.45,263.45,287484
2021-09-07,ETHIO_COFFEE,261.55,262.72,259.45,259.96,259.96,157290
2021-09-08,ETHIO_COFFEE,260.53,265.91,256.78,265.33,265.33,259075
2021-09-09,ETHIO_COFFEE,264.47,270.79,259.25,259.66,259.66,258334
2021-09-10,ETHIO_COFFEE,261.67,261.89,254.33,256.18,256.18,200940
2021-09-13,ETHIO_COFFEE,255.3,273.6,251.12,271.36,271.36,353628
2021-09-14,ETHIO_COFFEE,271.53,273.59,267.85,272.9,272.9,203922
2021-09-15,ETHIO_COFFEE,274.1,274.56,273.14,274.04,274.04,177695
2021-09-16,ETHIO_COFFEE,271.98,280.12,271.93,277.23,277.23,178646
2021-09-17,ETHIO_COFFEE,276.04,289.23,275.86,283.5,283.5,240179
2021-09-20,ETHIO_COFFEE,282.63,288.46,279.11,281.47,281.47,166448
2021-09-21,ETHIO_COFFEE,284.72,285.12,276.8,280.62,280.62,153067
2021-09-22,ETHIO_COFFEE,279.72,283.06,271.72,273.68,273.68,217890
2021-09-23,ETHIO_COFFEE,274.09,276.51,267.38,270.75,270.75,142357
2021-09-24,ETHIO_COFFEE,271.3,281.39,270.7,277.61,277.61,261659
2021-09-27,ETHIO_COFFEE,277.69,284.76,273.73,275.79,275.79,155735
2021-09-28,ETHIO_COFFEE,276.17,277.32,265.41,266.55,266.55,276894
2021-09-29,ETHIO_COFFEE,267.65,277.2,266.57,274.15,274.15,214634
2021-09-30,ETHIO_COFFEE,274.26,278.59,269.57,278.41,278.41,192309
2021-10-01,ETHIO_COFFEE,279.25,297.29,276.31,288.44,288.44,208290
2021-10-04,ETHIO_COFFEE,290.22,292.25,289.04,291.1,291.1,171064
2021-10-05,ETHIO_COFFEE,294.24,300.95,293.85,297.61,297.61,217442
2021-10-06,ETHIO_COFFEE,296.12,297.0,292.75,293.73,293.73,138323
2021-10-07,ETHIO_COFFEE,293.9,303.84,284.19,285.67,285.67,265818
2021-10-08,ETHIO_COFFEE,283.09,290.56,282.71,289.29,289.29,174779
2021-10-11,ETHIO_COFFEE,289.61,291.54,281.82,285.79,285.79,197796
2021-10-12,ETHIO_COFFEE,285.02,286.95,280.58,285.09,285.09,154083
2021-10-13,ETHIO_COFFEE,286.79,295.64,285.74,291.68,291.68,251842
2021-10-14,ETHIO_COFFEE,291.28,292.62,282.08,283.9,283.9,204357
2021-10-15,ETHIO_COFFEE,285.32,287.95,282.23,287.39,287.39,148523
2021-10-18,ETHIO_COFFEE,284.8,288.67,282.6,288.63,288.63,150529
2021-10-19,ETHIO_COFFEE,285.76,289.18,280.68,281.36,281.36,155067
2021-10-20,ETHIO_COFFEE,280.64,292.38,279.77,291.64,291.64,230913
2021-10-21,ETHIO_COFFEE,292.22,300.89,290.22,300.52,300.52,238509
2021-10-22,ETHIO_COFFEE,300.48,301.19,298.82,298.88,298.88,138006
2021-10-25,ETHIO_COFFEE,299.81,303.41,295.98,299.06,299.06,196337
2021-10-26,ETHIO_COFFEE,296.34,302.42,291.57,297.78,297.78,205961
2021-10-27,ETHIO_COFFEE,299.21,301.11,290.31,296.78,296.78,151400
2021-10-28,ETHIO_COFFEE,295.21,298.46,284.73,286.65,286.65,214064
2021-10-29,ETHIO_COFFEE,286.99,288.57,283.5,284.93,284.93,137812
2021-11-01,ETHIO_COFFEE,283.76,286.88,278.88,283.84,283.84,145392
2021-11-02,ETHIO_COFFEE,284.44,293.62,284.28,289.22,289.22,169697
2021-11-03,ETHIO_COFFEE,288.18,288.73,284.01,284.63,284.63,154587
2021-11-04,ETHIO_COFFEE,287.11,288.85,283.52,287.92,287.92,188259
2021-11-05,ETHIO_COFFEE,289.76,289.8,280.76,283.78,283.78,224361
2021-11-08,ETHIO_COFFEE,286.36,296.43,283.77,290.93,290.93,241956
2021-11-09,ETHIO_COFFEE,292.08,293.93,291.89,291.98,291.98,114851
2021-11-10,ETHIO_COFFEE,289.85,297.34,287.41,292.29,292.29,139277
2021-11-11,ETHIO_COFFEE,291.0,293.57,282.39,284.24,284.24,183182
2021-11-12,ETHIO_COFFEE,284.09,291.35,278.29,281.37,281.37,194962
2021-11-15,ETHIO_COFFEE,279.56,283.92,275.21,281.19,281.19,146540
2021-11-16,ETHIO_COFFEE,281.06,282.39,280.96,281.16,281.16,109174
2021-11-17,ETHIO_COFFEE,284.03,284.14,273.74,274.4,274.4,240513
2021-11-18,ETHIO_COFFEE,275.59,280.67,274.54,279.15,279.15,239879
2021-11-19,ETHIO_COFFEE,282.23,285.41,278.45,283.72,283.72,134097
2021-11-22,ETHIO_COFFEE,284.83,285.9,283.27,285.14,285.14,156927
2021-11-23,ETHIO_COFFEE,285.97,289.52,274.85,280.63,280.63,259456
2021-11-24,ETHIO_COFFEE,279.9,287.8,274.27,284.89,284.89,253689
2021-11-25,ETHIO_COFFEE,285.54,285.72,277.02,278.65,278.65,208323
2021-11-26,ETHIO_COFFEE,278.99,282.29,277.42,278.87,278.87,167394
2021-11-29,ETHIO_COFFEE,279.15,284.36,274.08,277.08,277.08,225394
2021-11-30,ETHIO_COFFEE,276.22,281.4,274.07,274.1,274.1,204726
2021-12-01,ETHIO_COFFEE,274.8,281.96,261.72,262.31,262.31,336723
2021-12-02,ETHIO_COFFEE,262.29,263.94,256.88,261.68,261.68,147024
2021-12-03,ETHIO_COFFEE,262.35,265.7,257.44,263.86,263.86,180111
2021-12-06,ETHIO_COFFEE,262.35,265.05,257.35,258.2,258.2,212194
2021-12-07,ETHIO_COFFEE,259.67,262.0,258.84,261.16,261.16,148632
2021-12-08,ETHIO_COFFEE,260.87,276.39,258.92,275.22,275.22,291369
2021-12-09,ETHIO_COFFEE,272.31,281.38,270.39,274.5,274.5,135902
2021-12-10,ETHIO_COFFEE,272.77,275.43,269.0,270.35,270.35,190253
2021-12-13,ETHIO_COFFEE,275.11,277.06,271.67,273.13,273.13,184503
2021-12-14,ETHIO_COFFEE,270.71,277.87,269.7,274.98,274.98,210074
2021-12-15,ETHIO_COFFEE,275.14,281.86,273.53,280.7,280.7,197104
2021-12-16,ETHIO_COFFEE,282.45,283.89,279.77,281.55,281.55,176121
2021-12-17,ETHIO_COFFEE,282.55,289.46,276.75,283.96,283.96,197977
2021-12-20,ETHIO_COFFEE,288.08,292.07,279.36,281.29,281.29,260792
2021-12-21,ETHIO_COFFEE,281.08,285.24,277.73,285.23,285.23,243618
2021-12-22,ETHIO_COFFEE,288.44,289.5,277.05,280.53,280.53,220081
2021-12-23,ETHIO_COFFEE,281.19,283.69,275.84,276.63,276.63,170410
2021-12-24,ETHIO_COFFEE,278.55,283.88,266.96,272.61,272.61,205539
2021-12-27,ETHIO_COFFEE,272.97,275.27,269.95,272.08,272.08,167421
2021-12-28,ETHIO_COFFEE,270.93,284.53,266.72,280.23,280.23,259754
2021-12-29,ETHIO_COFFEE,279.87,284.87,278.07,282.94,282.94,217474
2021-12-30,ETHIO_COFFEE,280.03,285.51,278.0,282.84,282.84,172336
2021-12-31,ETHIO_COFFEE,283.5,286.26,273.06,277.0,277.0,265367
2022-01-03,ETHIO_COFFEE,275.61,277.34,275.05,275.12,275.12,154622
2022-01-04,ETHIO_COFFEE,273.15,276.32,269.1,274.92,274.92,158024
2022-01-05,ETHIO_COFFEE,275.81,276.56,264.1,264.27,264.27,250751
2022-01-06,ETHIO_COFFEE,262.86,263.06,260.48,261.7,261.7,120865
2022-01-07,ETHIO_COFFEE,260.3,264.82,260.28,262.04,262.04,176010
2022-01-10,ETHIO_COFFEE,262.06,264.22,254.81,258.04,258.04,163606
2022-01-11,ETHIO_COFFEE,257.36,267.54,257.32,264.17,264.17,276635
2022-01-12,ETHIO_COFFEE,267.57,268.18,260.39,260.46,260.46,229421
2022-01-13,ETHIO_COFFEE,261.37,265.33,253.42,254.5,254.5,286491
2022-01-14,ETHIO_COFFEE,255.65,261.17,252.78,256.28,256.28,125403
2022-01-17,ETHIO_COFFEE,255.97,257.58,250.11,252.76,252.76,193333
2022-01-18,ETHIO_COFFEE,252.95,258.26,246.6,246.63,246.63,265391
2022-01-19,ETHIO_COFFEE,248.01,250.83,247.6,248.85,248.85,205363
2022-01-20,ETHIO_COFFEE,246.98,249.4,242.3,243.37,243.37,191437
2022-01-21,ETHIO_COFFEE,240.86,240.91,240.33,240.74,240.74,172673
2022-01-24,ETHIO_COFFEE,240.93,250.25,237.65,249.09,249.09,256430
2022-01-25,ETHIO_COFFEE,249.81,257.57,248.54,256.65,256.65,249653
2022-01-26,ETHIO_COFFEE,260.73,261.38,249.52,251.18,251.18,306353
2022-01-27,ETHIO_COFFEE,252.49,256.27,249.0,249.45,249.45,145679
2022-01-28,ETHIO_COFFEE,247.81,254.63,245.41,249.84,249.84,183955
2022-01-31,ETHIO_COFFEE,248.46,251.36,247.12,249.6,249.6,209692
2022-02-01,ETHIO_COFFEE,251.22,251.26,248.71,250.18,250.18,156454
2022-02-02,ETHIO_COFFEE,249.45,250.93,243.58,246.41,246.41,238767
2022-02-03,ETHIO_COFFEE,248.5,252.6,242.82,244.46,244.46,219137
2022-02-04,ETHIO_COFFEE,243.85,247.76,242.51,243.25,243.25,165422
2022-02-07,ETHIO_COFFEE,244.2,247.45,237.9,240.71,240.71,249637
2022-02-08,ETHIO_COFFEE,240.84,242.58,235.27,237.16,237.16,197253
2022-02-09,ETHIO_COFFEE,237.67,240.93,230.21,230.85,230.85,271722
2022-02-10,ETHIO_COFFEE,230.09,232.71,227.31,227.58,227.58,226105
2022-02-11,ETHIO_COFFEE,227.98,228.92,226.53,227.52,227.52,182887
2022-02-14,ETHIO_COFFEE,223.11,225.89,222.86,225.49,225.49,150266
2022-02-15,ETHIO_COFFEE,223.75,234.21,221.97,232.09,232.09,303056
2022-02-16,ETHIO_COFFEE,232.62,236.64,232.13,234.75,234.75,202101
2022-02-17,ETHIO_COFFEE,235.52,237.71,228.38,231.99,231.99,167811
2022-02-18,ETHIO_COFFEE,232.5,242.4,227.42,239.22,239.22,233866
2022-02-21,ETHIO_COFFEE,238.88,253.78,235.99,248.63,248.63,247218
2022-02-22,ETHIO_COFFEE,248.18,248.73,242.82,248.69,248.69,160743
2022-02-23,ETHIO_COFFEE,248.06,253.34,247.23,250.98,250.98,214233
2022-02-24,ETHIO_COFFEE,251.18,254.17,250.79,251.0,251.0,160152
2022-02-25,ETHIO_COFFEE,251.89,253.03,248.99,252.14,252.14,184590
2022-02-28,ETHIO_COFFEE,251.61,260.39,248.96,258.71,258.71,253872
2022-03-01,ETHIO_COFFEE,259.33,259.94,254.73,257.83,257.83,154524
2022-03-02,ETHIO_COFFEE,258.27,258.98,249.88,251.18,251.18,199710
2022-03-03,ETHIO_COFFEE,254.1,260.41,253.44,258.97,258.97,205921
2022-03-04,ETHIO_COFFEE,260.18,260.58,256.55,258.05,258.05,171002
2022-03-07,ETHIO_COFFEE,260.11,260.7,251.92,252.02,252.02,271813
2022-03-08,ETHIO_COFFEE,251.33,262.57,247.65,257.01,257.01,221166
2022-03-09,ETHIO_COFFEE,257.99,261.39,253.87,254.17,254.17,192922
2022-03-10,ETHIO_COFFEE,254.07,256.19,249.74,250.58,250.58,155181
2022-03-11,ETHIO_COFFEE,251.8,254.76,247.24,251.02,251.02,184424
2022-03-14,ETHIO_COFFEE,252.88,253.42,238.4,247.59,247.59,182949
2022-03-15,ETHIO_COFFEE,246.87,249.94,245.73,247.79,247.79,196701
2022-03-16,ETHIO_COFFEE,249.09,255.13,247.74,248.51,248.51,184896
2022-03-17,ETHIO_COFFEE,247.83,250.99,247.0,249.4,249.4,148010
2022-03-18,ETHIO_COFFEE,250.1,256.36,248.71,253.81,253.81,165900
2022-03-21,ETHIO_COFFEE,253.43,266.31,252.11,264.11,264.11,320901
2022-03-22,ETHIO_COFFEE,263.77,263.86,255.35,256.63,256.63,190759
2022-03-23,ETHIO_COFFEE,256.43,263.1,255.02,260.8,260.8,209274
2022-03-24,ETHIO_COFFEE,260.78,264.16,256.77,263.92,263.92,150656
2022-03-25,ETHIO_COFFEE,265.51,270.4,261.02,263.35,263.35,175597
2022-03-28,ETHIO_COFFEE,268.85,270.03,264.78,264.8,264.8,179127
2022-03-29,ETHIO_COFFEE,264.31,269.69,262.62,268.5,268.5,184580
2022-03-30,ETHIO_COFFEE,269.04,283.18,268.92,279.82,279.82,301874
2022-03-31,ETHIO_COFFEE,280.39,283.33,276.39,282.23,282.23,193814
2022-04-01,ETHIO_COFFEE,282.71,287.71,269.74,279.19,279.19,187546
2022-04-04,ETHIO_COFFEE,278.97,295.13,277.52,289.38,289.38,317233
2022-04-05,ETHIO_COFFEE,290.4,292.42,284.74,287.25,287.25,219956
2022-04-06,ETHIO_COFFEE,288.89,294.8,285.43,290.1,290.1,165617
2022-04-07,ETHIO_COFFEE,289.31,290.67,285.75,285.77,285.77,162211
2022-04-08,ETHIO_COFFEE,282.64,284.32,280.78,284.04,284.04,169578
